Jul 19 23:28:22 postfix01 MTA[24308]: 3e72bw: from=<george.75@corporate.co>, to=<sara.92@mailbox.biz>, relay=mx.test.org [183.132.131.5], proto=ESMTP, delay=18.42, size=12359, nrcpts=1, msgid=<20250719232822.3e72bw@postfix01>, status=Rejected (553 Invalid recipient)
Aug  8 13:16:21 aixhost MTA[46728]: 0ry51x: from=<emily.34@university.edu>, to=<grace.22@mailbox.biz>, relay=smtp.banksecure.fin [183.120.115.188], proto=ESMTP, delay=15.29, size=12325, nrcpts=1, msgid=<20250808131621.0ry51x@aixhost>, status=Deferred (450 Timeout)
Aug  8 13:16:25 postfix01 MTA[53388]: rioeeo: from=<bella.94@logistics.inc>, to=<oliver.76@company.net>, relay=relay.mailservice.io [128.205.254.60], proto=ESMTP, delay=29.62, size=13458, nrcpts=2, msgid=<20250808131625.rioeeo@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 13:17:55 postfix01 MTA[73368]: y1b1yq: from=<ryan.15@mailservice.io>, to=<andrew.7@mailservice.io>, relay=smtp1.alpha.tech [100.224.173.62], proto=SMTP, delay=7.31, size=6457, nrcpts=1, msgid=<20250808131755.y1b1yq@postfix01>, status=Rejected (550 Spam message blocked)
Aug  8 13:18:40 mailgw1 MTA[87820]: 2yhrhx: from=<luke.40@banksecure.fin>, to=<henry.3@partner.solutions>, relay=mail.logistics.inc [123.173.212.20], proto=SMTP, delay=9.6, size=8597, nrcpts=1, msgid=<20250808131840.2yhrhx@mailgw1>, status=Bounced (554 Transaction failed)
Aug  8 13:20:03 postfix01 MTA[57395]: z64a0r: from=<grace.62@marketing.agency>, to=<george.21@example.com>, relay=outbound.university.edu [166.227.114.76], proto=ESMTP, delay=29.62, size=13198, nrcpts=1, msgid=<20250808132003.z64a0r@postfix01>, status=Bounced (552 Message too large)
Aug  8 13:24:37 aixhost MTA[82221]: 7yy9pp: from=<oliver.84@mailservice.io>, to=<adam.26@marketing.agency>, relay=relay.corporate.co [148.17.214.158], proto=SMTP, delay=27.33, size=3410, nrcpts=2, msgid=<20250808132437.7yy9pp@aixhost>, status=Bounced (552 Message too large)
Aug  8 13:31:16 postfix01 MTA[31154]: t8inks: from=<henry.13@partner.solutions>, to=<kevin.95@mailservice.io>, relay=smtp.company.net [16.16.104.114], proto=SMTP, delay=8.44, size=19874, nrcpts=1, msgid=<20250808133116.t8inks@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 13:32:36 postfix01 MTA[16895]: 277c9b: from=<hannah.70@mailservice.io>, to=<steven.99@partner.solutions>, relay=outbound.university.edu [146.33.251.136], proto=ESMTP, delay=25.26, size=15961, nrcpts=1, msgid=<20250808133236.277c9b@postfix01>, status=Deferred (450 Timeout)
Aug  8 13:34:03 mailgw1 MTA[95777]: eehbv6: from=<david.71@banksecure.fin>, to=<karen.9@marketing.agency>, relay=relay.mailservice.io [208.186.17.36], proto=SMTP, delay=9.21, size=3443, nrcpts=1, msgid=<20250808133403.eehbv6@mailgw1>, status=Rejected (554 Relay access denied)
Aug  8 13:34:27 postfix01 MTA[62513]: plz3ao: from=<henry.1@company.net>, to=<ryan.77@marketing.agency>, relay=smtp.company.net [17.134.113.95], proto=ESMTP, delay=18.66, size=13493, nrcpts=1, msgid=<20250808133427.plz3ao@postfix01>, status=Deferred (450 Timeout)
Aug  8 13:34:30 mailgw1 MTA[63851]: huyoo1: from=<chloe.73@university.edu>, to=<tom.49@alpha.tech>, relay=smtp.cloudmail.ai [84.46.154.169], proto=SMTP, delay=1.03, size=12040, nrcpts=1, msgid=<20250808133430.huyoo1@mailgw1>, status=Rejected (550 Spam message blocked)
Aug  8 13:38:16 aixhost MTA[67805]: j7yu7k: from=<brian.88@example.com>, to=<bella.81@university.edu>, relay=mx.test.org [199.117.5.49], proto=SMTP, delay=6.97, size=9068, nrcpts=1, msgid=<20250808133816.j7yu7k@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 13:40:20 postfix01 MTA[75356]: xyoy0y: from=<zoe.86@university.edu>, to=<kevin.85@logistics.inc>, relay=relay.mailservice.io [215.36.38.41], proto=ESMTP, delay=19.71, size=11175, nrcpts=1, msgid=<20250808134020.xyoy0y@postfix01>, status=Rejected (553 Invalid recipient)
Aug  8 13:50:44 aixhost MTA[64450]: b4izyu: from=<john.89@marketing.agency>, to=<alice.68@logistics.inc>, relay=mx1.fastmail.pro [148.113.243.194], proto=SMTP, delay=21.05, size=7479, nrcpts=2, msgid=<20250808135044.b4izyu@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 13:51:01 aixhost MTA[81828]: 0vyp81: from=<grace.6@partner.solutions>, to=<hannah.22@partner.solutions>, relay=mailrelay.example.net [102.9.2.9], proto=ESMTP, delay=18.39, size=2143, nrcpts=2, msgid=<20250808135101.0vyp81@aixhost>, status=Bounced (552 Message too large)
Aug  8 13:54:54 mailgw1 MTA[15682]: 2p90dv: from=<andrew.8@alpha.tech>, to=<henry.64@test.org>, relay=relay.partner.solutions [64.240.121.231], proto=ESMTP, delay=13.16, size=18499, nrcpts=1, msgid=<20250808135454.2p90dv@mailgw1>, status=Deferred (451 Temporary local problem)
Aug  8 13:56:42 mailgw1 MTA[37333]: 04p5rw: from=<ryan.96@logistics.inc>, to=<alice.63@university.edu>, relay=relay.partner.solutions [42.77.161.124], proto=SMTP, delay=16.39, size=14100, nrcpts=1, msgid=<20250808135642.04p5rw@mailgw1>, status=Rejected (553 Invalid recipient)
Aug  8 13:58:50 mailgw1 MTA[11307]: dxl6sw: from=<laura.70@marketing.agency>, to=<andrew.92@cloudmail.ai>, relay=smtp.company.net [94.210.111.131], proto=ESMTP, delay=12.57, size=15040, nrcpts=1, msgid=<20250808135850.dxl6sw@mailgw1>, status=Rejected (553 Invalid recipient)
Aug  8 14:08:28 aixhost MTA[94223]: tajnee: from=<lucy.94@securemail.gov>, to=<oliver.14@alpha.tech>, relay=smtp.company.net [199.27.39.17], proto=ESMTP, delay=13.4, size=19479, nrcpts=2, msgid=<20250808140828.tajnee@aixhost>, status=Sent (250 OK)
Aug  8 14:08:55 postfix01 MTA[30981]: 31hlw5: from=<grace.86@banksecure.fin>, to=<luke.11@mailbox.biz>, relay=mailrelay.example.net [70.66.16.23], proto=SMTP, delay=17.99, size=12362, nrcpts=1, msgid=<20250808140855.31hlw5@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 14:09:10 mailgw1 MTA[32265]: tkhlte: from=<sara.45@university.edu>, to=<emma.13@example.com>, relay=smtp.company.net [123.80.34.113], proto=SMTP, delay=20.52, size=10634, nrcpts=1, msgid=<20250808140910.tkhlte@mailgw1>, status=Bounced (550 User unknown)
Aug  8 14:10:04 postfix01 MTA[13858]: mbwjpe: from=<luke.48@corporate.co>, to=<alice.93@marketing.agency>, relay=mail.logistics.inc [82.182.76.114], proto=ESMTP, delay=12.07, size=10479, nrcpts=1, msgid=<20250808141004.mbwjpe@postfix01>, status=Deferred (451 Temporary local problem)
Aug  8 14:30:56 postfix01 MTA[30839]: tc2iwu: from=<chloe.67@test.org>, to=<emma.38@mailbox.biz>, relay=relay.mailservice.io [146.187.69.79], proto=ESMTP, delay=27.98, size=6584, nrcpts=2, msgid=<20250808143056.tc2iwu@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 14:33:49 postfix01 MTA[51017]: 8m5jwr: from=<tom.30@mailbox.biz>, to=<natalie.37@cloudmail.ai>, relay=relay.partner.solutions [46.36.166.10], proto=ESMTP, delay=6.67, size=16977, nrcpts=1, msgid=<20250808143349.8m5jwr@postfix01>, status=Sent (250 Message queued)
Aug  8 14:33:57 aixhost MTA[85360]: 7bhdxm: from=<olivia.70@test.org>, to=<david.37@securemail.gov>, relay=smtp1.alpha.tech [69.223.243.242], proto=ESMTP, delay=2.83, size=5717, nrcpts=1, msgid=<20250808143357.7bhdxm@aixhost>, status=Bounced (554 Transaction failed)
Aug  8 14:44:11 postfix01 MTA[51202]: o1hadx: from=<sara.77@researchlab.org>, to=<chloe.80@example.com>, relay=mx.test.org [137.60.0.94], proto=SMTP, delay=25.73, size=16408, nrcpts=1, msgid=<20250808144411.o1hadx@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 14:48:05 postfix01 MTA[13247]: 7y3phm: from=<adam.94@researchlab.org>, to=<susan.48@marketing.agency>, relay=smtp.cloudmail.ai [80.94.66.132], proto=ESMTP, delay=24.65, size=7266, nrcpts=1, msgid=<20250808144805.7y3phm@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 14:49:16 aixhost MTA[76526]: 65qss9: from=<david.79@logistics.inc>, to=<justin.98@cloudmail.ai>, relay=outbound.university.edu [173.251.223.203], proto=SMTP, delay=10.34, size=17252, nrcpts=1, msgid=<20250808144916.65qss9@aixhost>, status=Bounced (554 Transaction failed)
Aug  8 14:52:21 postfix01 MTA[17304]: jfgxir: from=<susan.4@partner.solutions>, to=<kevin.7@example.com>, relay=mx.test.org [176.7.39.29], proto=ESMTP, delay=3.35, size=9266, nrcpts=2, msgid=<20250808145221.jfgxir@postfix01>, status=Sent (250 OK)
Aug  8 14:53:35 postfix01 MTA[12746]: 848wim: from=<charles.79@marketing.agency>, to=<bob.95@researchlab.org>, relay=gw.researchlab.org [214.44.35.202], proto=ESMTP, delay=24.5, size=3420, nrcpts=2, msgid=<20250808145335.848wim@postfix01>, status=Sent (250 OK)
Aug  8 14:58:26 aixhost MTA[95803]: nsg2kb: from=<daniel.55@company.net>, to=<natalie.88@mailbox.biz>, relay=smtp1.alpha.tech [137.109.106.141], proto=ESMTP, delay=6.7, size=16593, nrcpts=2, msgid=<20250808145826.nsg2kb@aixhost>, status=Deferred (451 Temporary local problem)
Aug  8 15:01:12 postfix01 MTA[48111]: e5x5ta: from=<alice.32@corporate.co>, to=<nora.49@researchlab.org>, relay=smtp.marketing.agency [67.6.15.17], proto=ESMTP, delay=20.31, size=11293, nrcpts=2, msgid=<20250808150112.e5x5ta@postfix01>, status=Rejected (550 Spam message blocked)
Aug  8 15:02:49 postfix01 MTA[20800]: yyqirx: from=<emma.50@university.edu>, to=<michael.80@partner.solutions>, relay=outbound.university.edu [40.122.12.175], proto=SMTP, delay=14.65, size=12944, nrcpts=1, msgid=<20250808150249.yyqirx@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 15:04:41 mailgw1 MTA[78585]: 5uvi7j: from=<charles.57@partner.solutions>, to=<james.45@banksecure.fin>, relay=mx.securemail.gov [128.80.191.3], proto=ESMTP, delay=26.32, size=7208, nrcpts=1, msgid=<20250808150441.5uvi7j@mailgw1>, status=Bounced (552 Message too large)
Aug  8 15:10:31 mailgw1 MTA[74636]: dar2ax: from=<lucy.91@researchlab.org>, to=<zoe.84@example.com>, relay=smtp.company.net [132.3.227.49], proto=ESMTP, delay=5.31, size=6160, nrcpts=1, msgid=<20250808151031.dar2ax@mailgw1>, status=Rejected (550 Spam message blocked)
Aug  8 15:10:34 postfix01 MTA[94567]: y5yeta: from=<bob.36@banksecure.fin>, to=<bob.36@researchlab.org>, relay=relay.mailservice.io [151.129.163.88], proto=SMTP, delay=27.95, size=3668, nrcpts=1, msgid=<20250808151034.y5yeta@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 15:11:04 postfix01 MTA[28100]: xybodr: from=<kevin.14@mailservice.io>, to=<chloe.31@fastmail.pro>, relay=outbound.university.edu [192.16.122.13], proto=ESMTP, delay=14.88, size=9606, nrcpts=1, msgid=<20250808151104.xybodr@postfix01>, status=Rejected (550 Spam message blocked)
Aug  8 15:12:37 aixhost MTA[58678]: hs2957: from=<oliver.74@banksecure.fin>, to=<eric.68@cloudmail.ai>, relay=relay.corporate.co [9.105.98.79], proto=ESMTP, delay=25.54, size=9041, nrcpts=1, msgid=<20250808151237.hs2957@aixhost>, status=Sent (250 OK)
Aug  8 15:14:20 postfix01 MTA[42693]: uj3y41: from=<kevin.98@company.net>, to=<jane.38@mailbox.biz>, relay=outbound.university.edu [156.22.173.56], proto=ESMTP, delay=20.6, size=7608, nrcpts=1, msgid=<20250808151420.uj3y41@postfix01>, status=Rejected (550 Spam message blocked)
Aug  8 15:21:19 postfix01 MTA[95107]: cd1uag: from=<michael.72@company.net>, to=<luke.49@logistics.inc>, relay=smtp.banksecure.fin [222.234.14.227], proto=ESMTP, delay=9.91, size=9138, nrcpts=2, msgid=<20250808152119.cd1uag@postfix01>, status=Sent (250 OK)
Aug  8 15:22:05 aixhost MTA[87820]: li45re: from=<sara.79@university.edu>, to=<nora.64@mailservice.io>, relay=mailrelay.example.net [104.192.122.59], proto=ESMTP, delay=24.79, size=1067, nrcpts=2, msgid=<20250808152205.li45re@aixhost>, status=Deferred (450 Timeout)
Aug  8 15:24:41 postfix01 MTA[30797]: 8j1liz: from=<mia.97@university.edu>, to=<ryan.6@partner.solutions>, relay=mail.logistics.inc [151.69.31.203], proto=SMTP, delay=7.71, size=7154, nrcpts=1, msgid=<20250808152441.8j1liz@postfix01>, status=Bounced (550 User unknown)
Aug  8 15:33:06 mailgw1 MTA[42275]: vf1zs4: from=<susan.35@company.net>, to=<olivia.84@mailbox.biz>, relay=outbound.university.edu [149.252.143.110], proto=SMTP, delay=18.31, size=5047, nrcpts=1, msgid=<20250808153306.vf1zs4@mailgw1>, status=Rejected (550 Spam message blocked)
Aug  8 15:35:40 aixhost MTA[20073]: lrwyom: from=<george.40@mailbox.biz>, to=<zoe.82@example.com>, relay=smtp.marketing.agency [192.33.253.235], proto=ESMTP, delay=1.07, size=18069, nrcpts=2, msgid=<20250808153540.lrwyom@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 15:37:57 aixhost MTA[94913]: 6eevia: from=<bob.97@banksecure.fin>, to=<bella.85@logistics.inc>, relay=smtp.marketing.agency [70.121.133.39], proto=ESMTP, delay=7.72, size=12678, nrcpts=1, msgid=<20250808153757.6eevia@aixhost>, status=Bounced (552 Message too large)
Aug  8 15:39:40 postfix01 MTA[29435]: xxe6a0: from=<emily.95@cloudmail.ai>, to=<eric.19@mailbox.biz>, relay=smtp.marketing.agency [32.220.17.196], proto=ESMTP, delay=1.6, size=17023, nrcpts=1, msgid=<20250808153940.xxe6a0@postfix01>, status=Deferred (450 Timeout)
Aug  8 15:48:49 postfix01 MTA[71285]: 8j5ccv: from=<linda.25@securemail.gov>, to=<emily.7@mailservice.io>, relay=mx1.fastmail.pro [80.146.30.197], proto=ESMTP, delay=16.11, size=5503, nrcpts=2, msgid=<20250808154849.8j5ccv@postfix01>, status=Bounced (550 User unknown)
Aug  8 15:50:38 postfix01 MTA[75516]: f9tm0s: from=<ava.6@marketing.agency>, to=<james.37@securemail.gov>, relay=relay.partner.solutions [104.2.109.66], proto=ESMTP, delay=3.92, size=3281, nrcpts=1, msgid=<20250808155038.f9tm0s@postfix01>, status=Deferred (451 Temporary local problem)
Aug  8 15:53:03 aixhost MTA[36610]: dtocv6: from=<natalie.27@corporate.co>, to=<zoe.84@alpha.tech>, relay=relay.mailservice.io [34.112.186.99], proto=ESMTP, delay=26.17, size=17725, nrcpts=1, msgid=<20250808155303.dtocv6@aixhost>, status=Sent (250 Message queued)
Aug  8 15:53:09 postfix01 MTA[66187]: n7o89m: from=<olivia.49@researchlab.org>, to=<emma.74@researchlab.org>, relay=smtp.cloudmail.ai [112.115.88.196], proto=ESMTP, delay=18.67, size=11484, nrcpts=1, msgid=<20250808155309.n7o89m@postfix01>, status=Deferred (450 Timeout)
Aug  8 15:53:33 mailgw1 MTA[92264]: pwhvvs: from=<natalie.42@mailbox.biz>, to=<nora.87@test.org>, relay=relay.partner.solutions [182.128.44.29], proto=ESMTP, delay=20.16, size=4228, nrcpts=1, msgid=<20250808155333.pwhvvs@mailgw1>, status=Deferred (450 Timeout)
Aug  8 15:54:40 postfix01 MTA[73705]: lzuitz: from=<bob.21@logistics.inc>, to=<laura.77@alpha.tech>, relay=smtp.marketing.agency [166.10.247.46], proto=SMTP, delay=8.08, size=15630, nrcpts=2, msgid=<20250808155440.lzuitz@postfix01>, status=Rejected (553 Invalid recipient)
Aug  8 15:55:02 aixhost MTA[38820]: q4ah83: from=<david.73@cloudmail.ai>, to=<henry.69@securemail.gov>, relay=smtp.cloudmail.ai [94.155.221.97], proto=ESMTP, delay=20.29, size=8503, nrcpts=2, msgid=<20250808155502.q4ah83@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 15:59:30 aixhost MTA[41014]: ux50bt: from=<john.27@test.org>, to=<grace.82@logistics.inc>, relay=smtp.marketing.agency [49.191.157.205], proto=SMTP, delay=10.16, size=12360, nrcpts=2, msgid=<20250808155930.ux50bt@aixhost>, status=Bounced (552 Message too large)
Aug  8 16:01:01 aixhost MTA[50535]: 4bitjj: from=<charles.33@mailbox.biz>, to=<henry.91@securemail.gov>, relay=mail.logistics.inc [30.142.87.32], proto=SMTP, delay=28.0, size=4791, nrcpts=1, msgid=<20250808160101.4bitjj@aixhost>, status=Bounced (554 Transaction failed)
Aug  8 16:02:21 mailgw1 MTA[29138]: rggweu: from=<andrew.12@fastmail.pro>, to=<ava.90@logistics.inc>, relay=relay.partner.solutions [1.18.248.74], proto=ESMTP, delay=11.79, size=905, nrcpts=1, msgid=<20250808160221.rggweu@mailgw1>, status=Rejected (554 Relay access denied)
Aug  8 16:06:48 mailgw1 MTA[68536]: 4dw7f5: from=<eric.18@banksecure.fin>, to=<ryan.75@alpha.tech>, relay=smtp1.alpha.tech [109.90.167.215], proto=SMTP, delay=6.37, size=16583, nrcpts=1, msgid=<20250808160648.4dw7f5@mailgw1>, status=Rejected (550 Spam message blocked)
Aug  8 16:16:40 postfix01 MTA[47200]: m2x9ic: from=<oliver.50@alpha.tech>, to=<karen.87@company.net>, relay=smtp.cloudmail.ai [4.120.27.165], proto=ESMTP, delay=10.1, size=18170, nrcpts=1, msgid=<20250808161640.m2x9ic@postfix01>, status=Sent (250 Message queued)
Aug  8 16:17:34 postfix01 MTA[29657]: 4zjwml: from=<linda.69@logistics.inc>, to=<mia.15@alpha.tech>, relay=smtp.cloudmail.ai [92.176.99.10], proto=ESMTP, delay=13.6, size=3985, nrcpts=1, msgid=<20250808161734.4zjwml@postfix01>, status=Bounced (552 Message too large)
Aug  8 16:18:34 mailgw1 MTA[26457]: leojd9: from=<grace.86@test.org>, to=<john.23@company.net>, relay=mail.logistics.inc [112.244.225.40], proto=ESMTP, delay=23.45, size=2137, nrcpts=2, msgid=<20250808161834.leojd9@mailgw1>, status=Rejected (553 Invalid recipient)
Aug  8 16:19:48 postfix01 MTA[79339]: v6271h: from=<laura.28@university.edu>, to=<olivia.98@test.org>, relay=mx.test.org [210.123.130.11], proto=SMTP, delay=21.21, size=2697, nrcpts=1, msgid=<20250808161948.v6271h@postfix01>, status=Rejected (550 Spam message blocked)
Aug  8 16:20:56 postfix01 MTA[35495]: 7ml1ob: from=<sophia.61@cloudmail.ai>, to=<john.91@test.org>, relay=relay.corporate.co [196.179.203.214], proto=ESMTP, delay=27.57, size=17304, nrcpts=1, msgid=<20250808162056.7ml1ob@postfix01>, status=Rejected (550 Spam message blocked)
Aug  8 16:23:47 postfix01 MTA[75302]: xbigx3: from=<michael.92@marketing.agency>, to=<eric.90@company.net>, relay=mx.securemail.gov [60.158.24.226], proto=SMTP, delay=18.61, size=15523, nrcpts=1, msgid=<20250808162347.xbigx3@postfix01>, status=Bounced (552 Message too large)
Aug  8 16:23:56 mailgw1 MTA[44370]: x9hheb: from=<david.55@test.org>, to=<natalie.70@banksecure.fin>, relay=mail.logistics.inc [55.188.192.123], proto=ESMTP, delay=16.99, size=11017, nrcpts=1, msgid=<20250808162356.x9hheb@mailgw1>, status=Bounced (552 Message too large)
Aug  8 16:26:00 aixhost MTA[10606]: y9cgn4: from=<karen.40@mailbox.biz>, to=<susan.45@example.com>, relay=mailrelay.example.net [27.53.4.201], proto=ESMTP, delay=2.53, size=16826, nrcpts=1, msgid=<20250808162600.y9cgn4@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 16:26:47 postfix01 MTA[71799]: 0s8sio: from=<jane.42@test.org>, to=<olivia.4@university.edu>, relay=mx.securemail.gov [63.113.151.240], proto=ESMTP, delay=21.37, size=10284, nrcpts=1, msgid=<20250808162647.0s8sio@postfix01>, status=Deferred (451 Temporary local problem)
Aug  8 16:29:44 postfix01 MTA[33072]: 9ev6zk: from=<mia.55@securemail.gov>, to=<chloe.5@researchlab.org>, relay=smtp.company.net [155.70.103.72], proto=ESMTP, delay=12.3, size=7563, nrcpts=2, msgid=<20250808162944.9ev6zk@postfix01>, status=Sent (250 Message queued)
Aug  8 16:31:18 postfix01 MTA[53937]: urj3md: from=<jane.4@mailbox.biz>, to=<adam.64@test.org>, relay=gw.researchlab.org [146.15.193.69], proto=SMTP, delay=28.69, size=15224, nrcpts=2, msgid=<20250808163118.urj3md@postfix01>, status=Bounced (550 User unknown)
Aug  8 16:36:43 mailgw1 MTA[51627]: g8x4tp: from=<lucy.2@example.com>, to=<mark.45@company.net>, relay=mx.test.org [164.27.97.90], proto=ESMTP, delay=28.25, size=1899, nrcpts=1, msgid=<20250808163643.g8x4tp@mailgw1>, status=Bounced (554 Transaction failed)
Aug  8 16:37:13 postfix01 MTA[95586]: 15k0e9: from=<steven.93@test.org>, to=<zoe.63@university.edu>, relay=smtp.marketing.agency [216.132.194.194], proto=ESMTP, delay=21.67, size=6983, nrcpts=1, msgid=<20250808163713.15k0e9@postfix01>, status=Sent (250 OK)
Aug  8 16:37:19 postfix01 MTA[78889]: dhphuc: from=<olivia.29@corporate.co>, to=<michael.14@corporate.co>, relay=mx1.fastmail.pro [39.213.68.213], proto=ESMTP, delay=14.18, size=3556, nrcpts=2, msgid=<20250808163719.dhphuc@postfix01>, status=Deferred (451 Temporary local problem)
Aug  8 16:37:58 postfix01 MTA[14778]: fnxpcg: from=<natalie.66@company.net>, to=<andrew.85@mailservice.io>, relay=relay.partner.solutions [169.156.37.3], proto=ESMTP, delay=9.29, size=1681, nrcpts=1, msgid=<20250808163758.fnxpcg@postfix01>, status=Sent (250 Message queued)
Aug  8 16:47:21 postfix01 MTA[35125]: 241hdp: from=<nora.47@alpha.tech>, to=<emma.46@banksecure.fin>, relay=mx.test.org [142.11.221.116], proto=ESMTP, delay=12.28, size=15163, nrcpts=1, msgid=<20250808164721.241hdp@postfix01>, status=Sent (250 Message queued)
Aug  8 16:52:37 aixhost MTA[49985]: boh7iz: from=<michael.22@cloudmail.ai>, to=<chloe.19@securemail.gov>, relay=gw.researchlab.org [182.13.252.96], proto=ESMTP, delay=12.84, size=16817, nrcpts=1, msgid=<20250808165237.boh7iz@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 16:57:24 aixhost MTA[55563]: 1bam6t: from=<david.55@marketing.agency>, to=<emma.22@banksecure.fin>, relay=mx1.fastmail.pro [107.82.50.219], proto=ESMTP, delay=9.78, size=19810, nrcpts=1, msgid=<20250808165724.1bam6t@aixhost>, status=Rejected (554 Relay access denied)
Aug  8 17:01:46 aixhost MTA[70025]: 4erxde: from=<steven.34@university.edu>, to=<daniel.36@researchlab.org>, relay=relay.partner.solutions [147.188.119.20], proto=SMTP, delay=18.96, size=17373, nrcpts=2, msgid=<20250808170146.4erxde@aixhost>, status=Rejected (554 Relay access denied)
Aug  8 17:07:35 aixhost MTA[17987]: wjr7qs: from=<michael.14@alpha.tech>, to=<luke.68@alpha.tech>, relay=mx1.fastmail.pro [89.216.23.65], proto=ESMTP, delay=6.01, size=9441, nrcpts=1, msgid=<20250808170735.wjr7qs@aixhost>, status=Sent (250 OK)
